updated;price
2012-03-29;46.3112
2012-03-28;46.1759
2012-03-27;46.3196
2012-03-24;46.6521
2012-03-23;46.423
2012-03-22;46.3734
2012-03-21;46.3114
2012-03-20;46.2941
2012-03-17;46.127
2012-03-16;46.3701
2012-03-15;46.2225
2012-03-14;46.1552
2012-03-13;46.5261
2012-03-12;46.2931
2012-03-08;46.6466
2012-03-07;46.6913
2012-03-06;46.3443
2012-03-03;46.648
2012-03-02;46.5781
2012-03-01;46.2286
2012-02-29;45.8804
2012-02-28;46.209
2012-02-25;46.3586
2012-02-23;47.0056
2012-02-22;47.1858
2012-02-21;47.22
2012-02-18;47.3972
2012-02-17;47.3508
2012-02-16;47.1139
2012-02-15;47.2814
2012-02-14;47.207
2012-02-11;47.1671
2012-02-10;47.0212
2012-02-09;47.2356
2012-02-08;47.5858
2012-02-07;47.6886
2012-02-04;47.8555
2012-02-03;47.8259
2012-02-02;47.7841
2012-02-01;47.728
2012-01-31;47.6301
2012-01-28;47.6268
2012-01-27;47.5438
2012-01-26;47.8497
2012-01-25;48.048
2012-01-24;48.675
2012-01-21;48.4743
2012-01-20;48.5575
2012-01-19;48.4529
2012-01-18;48.506
2012-01-17;48.8948
2012-01-14;48.5904
2012-01-13;48.5507
2012-01-12;48.9906
2012-01-11;49.3169
2011-12-31;49.6335
2011-12-30;49.5377
2011-12-29;49.4376
2011-12-28;48.6973
2011-12-27;48.7916
2011-12-24;49.0618
2011-12-23;49.4914
2011-12-22;49.8067
2011-12-21;49.7702
2011-12-20;49.6661
2011-12-17;49.3517
2011-12-16;49.3171
2011-12-15;49.1825
2011-12-14;49.4248
2011-12-13;49.0395
2011-12-10;49.2667
2011-12-09;49.0636
2011-12-08;48.701
2011-12-07;48.576
2011-12-06;48.3197
2011-12-03;48.3746
2011-12-02;48.4261
2011-12-01;48.8303
2011-11-30;48.5955
2011-11-29;48.6442
2011-11-26;48.824
2011-11-25;48.8932
2011-11-24;48.7614
2011-11-23;48.6356
2011-11-22;48.7859
2011-11-19;48.7964
2011-11-18;48.3718
2011-11-17;48.6219
2011-11-16;48.7617
2011-11-15;48.6855
2011-11-12;48.6284
2011-11-11;49.038
2011-11-10;48.385
2011-11-09;48.9578
2011-11-08;48.9508
2011-11-04;48.9861
2011-11-03;49.0406
2011-11-02;49.0623
2011-11-01;48.1841
2011-10-29;48.0695
2011-10-28;48.3995
2011-10-27;48.9538
2011-10-26;48.7588
2011-10-25;49.2283
2011-10-22;49.4452
2011-10-21;49.2584
2011-10-20;48.7544
2011-10-19;48.7861
2011-10-18;48.6444
2011-10-15;48.8596
2011-10-14;49.1297
2011-10-13;48.9856
2011-10-12;49.1864
2011-10-11;49.9126
2011-10-08;49.9784
2011-10-07;50.1704
2011-10-06;50.3562
2011-10-05;50.448
2011-10-04;50.6368
2011-10-01;49.9471
2011-09-30;49.8303
2011-09-29;49.7856
2011-09-28;50.2021
2011-09-27;50.1536
2011-09-24;49.5174
2011-09-23;49.3785
2011-09-22;49.3109
2011-09-21;49.4645
2011-09-20;48.5986
2011-09-17;48.1411
2011-09-16;48.0502
2011-09-15;47.7509
2011-09-14;47.7894
2011-09-13;47.9036
2011-09-10;47.4215
2011-09-09;46.9988
2011-09-08;47.1376
2011-09-07;47.7176
2011-09-06;47.3606
2011-09-03;47.0488
2011-09-02;46.9191
2011-09-01;47.1379
2011-08-31;47.2445
2011-08-30;47.0857
2011-08-27;47.0493
2011-08-26;47.3269
2011-08-25;47.6622
2011-08-24;47.7926
2011-08-23;48.2452
2011-08-20;48.2999
2011-08-19;47.7647
2011-08-18;47.2025
2011-08-17;46.8781
2011-08-16;46.9657
2011-08-13;47.6629
2011-08-12;47.5467
2011-08-11;47.6612
2011-08-10;48.1579
2011-08-09;46.9427
2011-08-06;46.1148
2011-08-05;45.5598
2011-08-04;45.4708
2011-08-03;45.2612
2011-08-02;45.2215
2011-07-30;45.1648
2011-07-29;45.0363
2011-07-28;45.0354
2011-07-27;45.0267
2011-07-26;45.1684
2011-07-23;45.2063
2011-07-22;45.144
2011-07-21;45.1045
2011-07-20;45.3476
2011-07-19;45.3489
2011-07-16;45.3615
2011-07-15;45.2792
2011-07-14;45.1498
2011-07-13;44.9634
2011-07-12;44.8303
2011-07-09;44.5148
2011-07-08;44.7205
2011-07-07;44.6446
2011-07-06;44.599
2011-07-05;44.8001
2011-07-02;44.7579
2011-07-01;44.8805
2011-06-30;44.9241
2011-06-29;45.0916
2011-06-28;45.2573
2011-06-25;44.9662
2011-06-24;44.9722
2011-06-23;45.2752
2011-06-22;45.4604
2011-06-21;45.4488
2011-06-18;45.4339
2011-06-17;45.5353
2011-06-16;45.6402
2011-06-15;45.8371
2011-06-11;45.2182
2011-06-10;45.5636
2011-06-09;45.3226
2011-06-08;45.5615
2011-06-07;45.6402
2011-06-04;45.5591
2011-06-03;45.7588
2011-06-02;46.0888
2011-06-01;46.2518
2011-05-31;46.2344
2011-05-28;46.2631
2011-05-27;46.0116
2011-05-26;45.98
2011-05-25;45.8518
2011-05-24;45.7748
2011-05-21;45.2829
2011-05-20;45.1427
2011-05-19;45.5841
2011-05-18;45.6688
2011-05-17;45.5661
2011-05-14;45.3477
2011-05-13;45.6601
2011-05-12;45.2062
2011-05-11;45.5724
2011-05-07;45.3266
2011-05-06;45.084
2011-05-05;45.2029
2011-05-04;45.3867
2011-04-30;45.8242
2011-04-29;45.8882
2011-04-28;45.6234
2011-04-27;45.9984
2011-04-26;46.2518
2011-04-23;46.1842
2011-04-22;46.0643
2011-04-21;46.0914
2011-04-20;46.2073
2011-04-19;45.825
2011-04-16;46.1727
2011-04-15;46.0996
2011-04-14;45.7901
2011-04-13;45.8604
2011-04-12;45.6929
2011-04-09;46.172
2011-04-08;46.0606
2011-04-07;46.1169
2011-04-06;45.7341
2011-04-05;45.5877
2011-04-02;45.5852
2011-04-01;46.048
2011-03-31;45.603
2011-03-30;45.3979
2011-03-29;45.4121
2011-03-26;45.4712
2011-03-25;46.053
2011-03-24;46.2836
2011-03-23;46.0155
2011-03-22;46.083
2011-03-19;45.9664
2011-03-18;46.183
2011-03-17;46.1712
2011-03-16;46.1574
2011-03-15;45.9828
2011-03-12;45.951
2011-03-11;45.8695
2011-03-10;45.7267
2011-03-06;45.8494
2011-03-05;45.8224
2011-03-04;46.2171
2011-03-03;46.4599
2011-03-02;46.9169
2011-03-01;46.5884
2011-02-26;46.7215
2011-02-25;47.1593
2011-02-23;47.2762
2011-02-22;47.3155
2011-02-19;47.4017
2011-02-18;47.0869
2011-02-17;47.2943
2011-02-16;47.0288
2011-02-15;46.9245
2011-02-12;47.1055
2011-02-11;47.1388
2011-02-10;47.1453
2011-02-09;47.2176
2011-02-08;47.4924
2011-02-05;47.5588
2011-02-04;47.5922
2011-02-03;47.6282
2011-02-02;47.6049
2011-02-01;47.2686
2011-01-29;47.0778
2011-01-28;47.2051
2011-01-27;47.0652
2011-01-26;47.4572
2011-01-25;47.6193
2011-01-22;47.8284
2011-01-21;47.7618
2011-01-20;47.7591
2011-01-19;47.7313
2011-01-18;47.6617
2011-01-15;47.4471
2011-01-14;47.3597
2011-01-13;47.5924
2011-01-12;47.6252
2011-01-08;47.0008
2011-01-01;47.0008
2010-12-31;47.2605
2010-12-30;46.6651
2010-12-29;46.7551
2010-12-28;47.0049
2010-12-25;47.2855
2010-12-24;47.06
2010-12-23;47.5556
2010-12-22;47.7739
2010-12-21;47.8391
2010-12-18;47.9344
2010-12-17;47.9344
2010-12-16;48.3531
2010-12-15;48.8472
2010-12-14;48.7364
2010-12-11;48.7687
2010-12-10;49.0029
2010-12-09;49.1046
2010-12-08;49.2649
2010-12-07;49.1983
2010-12-04;48.822
2010-12-03;48.8994
2010-12-02;49.0328
2010-12-01;48.7706
2010-11-30;48.8845
2010-11-27;49.3134
2010-11-26;49.3915
2010-11-25;49.4177
2010-11-24;49.8414
2010-11-23;49.7501
2010-11-20;49.701
2010-11-19;49.6141
2010-11-18;49.8288
2010-11-17;49.7828
2010-11-16;49.557
2010-11-14;49.7071
2010-11-13;49.3925
2010-11-12;49.2321
2010-11-11;49.1203
2010-11-10;49.6711
2010-11-09;49.7621
2010-11-04;49.3811
2010-11-03;49.4954
2010-11-02;49.355
2010-10-30;48.9774
2010-10-29;48.3679
2010-10-28;48.1847
2010-10-27;47.9894
2010-10-26;47.5482
2010-10-23;47.8936
2010-10-22;48.4196
2010-10-21;48.4095
2010-10-20;48.1319
2010-10-19;48.4442
2010-10-16;48.2983
2010-10-15;48.0041
2010-10-14;47.7933
2010-10-13;47.7371
2010-10-12;47.5965
2010-10-09;47.3991
2010-10-08;47.0638
2010-10-07;47.5805
2010-10-06;48.0676
2010-10-05;48.08
2010-10-02;48.0981
2010-10-01;48.3533
2010-09-30;48.1857
2010-09-29;48.3348
2010-09-28;48.477
2010-09-25;48.4955
2010-09-24;48.4919
2010-09-23;48.6117
2010-09-22;48.2974
2010-09-21;48.451
2010-09-18;48.8121
2010-09-17;48.4382
2010-09-16;47.6665
2010-09-15;47.2641
2010-09-14;47.4361
2010-09-11;47.6134
2010-09-10;47.6079
2010-09-09;47.7641
2010-09-08;47.3548
2010-09-07;47.3486
2010-09-04;47.3243
2010-09-03;47.25
2010-09-02;47.389
2010-09-01;47.569
2010-08-31;47.6427
2010-08-28;47.5648
2010-08-27;47.9817
2010-08-26;47.5672
2010-08-25;47.2995
2010-08-24;47.6751
2010-08-21;47.4856
2010-08-20;47.3039
2010-08-19;47.2663
2010-08-18;47.696
2010-08-17;47.6904
2010-08-14;47.6497
2010-08-13;47.775
2010-08-12;47.6786
2010-08-11;47.4648
2010-08-10;47.5487
2010-08-07;47.4465
2010-08-06;47.2855
2010-08-05;47.4647
2010-08-04;47.7152
2010-08-03;47.6246
2010-07-31;47.167
2010-07-30;47.2266
2010-07-29;47.0679
2010-07-28;46.8525
2010-07-27;46.9174
2010-07-24;46.4539
2010-07-23;46.3759
2010-07-22;46.5362
2010-07-21;46.4783
2010-07-20;46.8423
2010-07-17;47.0295
2010-07-16;46.6802
2010-07-15;46.459
2010-07-14;46.2876
2010-07-13;46.2277
2010-07-10;46.7473
2010-07-09;46.9758
2010-07-08;46.9306
2010-07-07;47.3064
2010-07-06;47.238
2010-07-03;47.4027
2010-07-02;46.6727
2010-07-01;47.0519
2010-06-30;47.0333
2010-06-29;46.5865
2010-06-26;46.4059
2010-06-25;46.3425
2010-06-24;46.0484
2010-06-23;45.6427
2010-06-22;45.7797
2010-06-19;45.8566
2010-06-18;45.7396
2010-06-17;46.0681
2010-06-16;46.321
2010-06-12;46.2996
2010-06-11;46.0573
2010-06-10;45.9644
2010-06-09;45.8869
2010-06-08;45.836
2010-06-05;45.4315
2010-06-04;45.4571
2010-06-03;46.0552
2010-06-02;44.9089
2010-06-01;44.5392
2010-05-29;44.365
2010-05-28;44.7524
2010-05-27;44.9739
2010-05-26;44.947
2010-05-25;44.8249
2010-05-22;44.695
2010-05-21;44.1234
2010-05-20;43.9741
2010-05-19;44.0904
2010-05-18;44.2643
2010-05-15;43.7908
2010-05-14;44.479
2010-05-13;45.2166
2010-05-12;44.9766
2010-05-08;45.1727
2010-05-07;45.5729
2010-05-06;44.9878
2010-05-05;44.5303
2010-05-01;44.8296
2010-04-30;44.463
2010-04-29;44.7253
2010-04-28;44.6891
2010-04-27;45.0518
2010-04-24;45.0239
2010-04-23;44.9836
2010-04-22;44.7268
2010-04-21;44.727
2010-04-20;44.4698
2010-04-17;44.7217
2010-04-16;44.762
2010-04-15;44.6993
2010-04-14;44.5775
2010-04-13;44.653
2010-04-10;44.9349
2010-04-09;44.5797
2010-04-08;44.6734
2010-04-07;44.4355
2010-04-06;44.5097
2010-04-03;44.5917
2010-04-02;44.8244
2010-04-01;44.4322
2010-03-31;44.2043
2010-03-30;44.3752
2010-03-27;43.7312
2010-03-26;44.3138
2010-03-25;44.406
2010-03-24;44.2768
2010-03-23;43.9673
2010-03-20;44.4231
2010-03-19;44.6341
2010-03-18;44.4167
2010-03-17;44.2275
2010-03-16;44.3931
2010-03-13;44.4255
2010-03-12;44.1877
2010-03-11;44.3406
2010-03-10;44.6367
2010-03-06;44.8444
2010-03-05;44.8399
2010-03-04;44.7419
2010-03-03;44.727
2010-03-02;45.3799
2010-02-28;45.6474
2010-02-27;45.8242
2010-02-26;46.0699
2010-02-25;46.4128
2010-02-20;46.4054
2010-02-19;47.0167
2010-02-18;47.3502
2010-02-17;47.3419
2010-02-16;47.3649
2010-02-13;47.3926
2010-02-12;46.9731
2010-02-11;47.3776
2010-02-10;47.4434
2010-02-09;47.6565
2010-02-06;47.7046
2010-02-05;47.6426
2010-02-04;47.9421
2010-02-03;48.0242
2010-02-02;48.4418
2010-01-30;49.2073
2010-01-29;49.3734
2010-01-28;48.8551
2010-01-27;49.2414
2010-01-26;48.5456
2010-01-23;48.4053
2010-01-22;48.276
2010-01-21;48.2975
2010-01-20;48.4574
2010-01-19;48.3426
2010-01-16;48.2395
2010-01-15;47.9148
2010-01-14;48.0686
2010-01-13;47.3006
2010-01-12;47.4796
2010-01-01;48.6886
2009-12-31;48.0429
2009-12-30;47.9556
2009-12-29;47.2606
2009-12-26;46.9855
2009-12-25;47.8149
2009-12-24;48.6547
2009-12-23;48.9721
2009-12-22;49.2727
2009-12-19;49.8503
2009-12-18;49.3724
2009-12-17;49.0775
2009-12-16;48.8872
2009-12-15;48.8372
2009-12-12;49.2827
2009-12-11;49.839
2009-12-10;49.9973
2009-12-09;49.4261
2009-12-08;48.4015
2009-12-05;48.5532
2009-12-04;48.8207
2009-12-03;48.2533
2009-12-02;48.0751
2009-12-01;47.9168
2009-11-28;48.6867
2009-11-27;47.8056
2009-11-26;48.1355
2009-11-25;47.7003
2009-11-24;47.797
2009-11-21;47.9404
2009-11-20;47.9223
2009-11-19;48.252
2009-11-18;48.3032
2009-11-17;47.8941
2009-11-14;48.0959
2009-11-13;47.4261
2009-11-12;48.0909
2009-11-11;47.8707
2009-11-10;48.3925
2009-11-07;48.2036
2009-11-06;48.1131
2009-11-04;47.6772
2009-11-03;47.7971
2009-10-31;48.0264
2009-10-30;48.2153
2009-10-29;47.7126
2009-10-28;47.4625
2009-10-27;47.2479
2009-10-24;48.3754
2009-10-23;48.2853
2009-10-22;48.112
2009-10-21;47.8121
2009-10-20;47.7082
2009-10-17;47.7813
2009-10-16;47.2032
2009-10-15;46.9998
2009-10-14;46.543
2009-10-13;46.5788
2009-10-10;47.3714
2009-10-09;47.5953
2009-10-08;47.4039
2009-10-07;47.7852
2009-10-06;47.9181
2009-10-03;47.7978
2009-10-02;48.0182
2009-10-01;48.218
2009-09-30;47.7322
2009-09-29;47.8978
2009-09-26;48.3307
2009-09-25;49.1158
2009-09-24;49.0897
2009-09-23;49.2736
2009-09-22;49.104
2009-09-19;49.5285
2009-09-18;50.2437
2009-09-17;50.4674
2009-09-16;51.5015
2009-09-15;51.1533
2009-09-12;51.3101
2009-09-11;51.0067
2009-09-10;51.3117
2009-09-09;51.4651
2009-09-08;51.5543
2009-09-05;51.6161
2009-09-04;51.8325
2009-09-03;51.5948
2009-09-02;51.9764
2009-09-01;51.5803
2009-08-29;51.4096
2009-08-28;51.2956
2009-08-27;51.2993
2009-08-26;51.615
2009-08-25;51.9512
2009-08-22;52.6155
2009-08-21;52.3504
2009-08-20;52.542
2009-08-19;52.3371
2009-08-18;52.8383
2009-08-15;52.3645
2009-08-14;53.2108
2009-08-13;53.6747
2009-08-12;52.3139
2009-08-11;52.6534
2009-08-08;52.8386
2009-08-07;53.0115
2009-08-06;52.6732
2009-08-05;52.6239
2009-08-04;52.2904
2009-08-01;51.5649
2009-07-31;52.3235
2009-07-30;51.4786
2009-07-29;50.6776
2009-07-28;50.632
2009-07-25;51.4667
2009-07-24;51.3438
2009-07-23;50.7325
2009-07-22;51.3489
2009-07-21;51.6499
2009-07-18;51.8678
2009-07-17;51.9406
2009-07-16;52.4738
2009-07-15;52.9347
2009-07-14;53.1699
2009-07-11;52.1535
2009-07-10;51.3712
2009-07-09;51.2642
2009-07-08;50.9239
2009-07-07;50.7624
2009-07-04;51.2719
2009-07-03;51.0858
2009-07-02;51.3176
2009-07-01;51.8436
2009-06-30;51.6824
2009-06-27;51.2613
2009-06-26;50.9962
2009-06-25;51.4749
2009-06-24;51.4444
2009-06-23;51.288
2009-06-20;51.018
2009-06-19;51.1125
2009-06-18;51.1243
2009-06-17;51.1995
2009-06-16;50.8072
2009-06-12;50.6098
2009-06-11;50.6132
2009-06-10;50.5221
2009-06-09;49.2105
2009-06-06;49.2728
2009-06-05;50.4494
2009-06-04;50.7982
2009-06-03;50.29
2009-06-02;50.2328
2009-05-30;49.7887
2009-05-29;49.7643
2009-05-28;49.8423
2009-05-27;49.3423
2009-05-26;49.3627
2009-05-23;49.3082
2009-05-22;49.7046
2009-05-21;49.2819
2009-05-20;49.3848
2009-05-19;48.9804
2009-05-16;48.8221
2009-05-15;48.6569
2009-05-14;48.7981
2009-05-13;48.9713
2009-05-12;48.905
2009-05-09;48.905
2009-05-08;49.466
2009-05-07;49.4673
2009-05-06;49.3203
2009-05-05;49.3123
2009-05-01;49.0323
2009-04-30;48.8928
2009-04-29;48.8435
2009-04-28;48.5797
2009-04-25;48.9116
2009-04-24;49.2278
2009-04-23;49.6965
2009-04-22;49.5331
2009-04-21;49.1386
2009-04-18;49.6728
2009-04-17;49.9872
2009-04-16;49.6643
2009-04-15;49.6056
2009-04-14;49.2985
2009-04-11;49.2794
2009-04-10;49.3947
2009-04-09;49.5356
2009-04-08;49.1513
2009-04-07;49.5193
2009-04-04;49.0986
2009-04-03;49.1429
2009-04-02;48.6678
2009-04-01;48.3833
2009-03-31;48.129
2009-03-28;48.2321
2009-03-27;48.8883
2009-03-26;49.3288
2009-03-25;48.8142
2009-03-24;48.4431
2009-03-21;48.6973
2009-03-20;48.3657
2009-03-19;48.0852
2009-03-18;48.5137
2009-03-17;49.3178
2009-03-14;48.6423
2009-03-13;48.6639
2009-03-12;48.2815
2009-03-11;49.1278
2009-03-10;51.0259
2009-03-07;51.0259
2009-03-06;51.0211
2009-03-05;50.9806
2009-03-04;51.1763
2009-03-03;51.3715
2009-02-28;50.7481
2009-02-27;50.7828
2009-02-26;52.1293
2009-02-25;52.2512
2009-02-24;51.1017
2009-02-21;51.1017
2009-02-20;51.8592
2009-02-19;51.664
2009-02-18;50.4371
2009-02-17;49.3837
2009-02-14;49.9049
2009-02-13;49.6009
2009-02-12;51.7741
2009-02-11;53.4401
2009-02-10;53.2422
2009-02-07;53.6566
2009-02-06;52.3365
2009-02-05;51.9099
2009-02-04;51.4874
2009-02-03;51.6386
2009-01-31;50.3631
2009-01-30;49.0234
2009-01-29;47.3852
2009-01-28;46.824
2009-01-27;45.138
2009-01-24;44.9971
2009-01-23;45.4563
2009-01-22;44.858
2009-01-21;46.9854
2009-01-20;48.5335
2009-01-17;48.2953
2009-01-16;47.0897
2009-01-15;46.3577
2009-01-14;45.816
2009-01-13;46.4972
2009-01-12;46.2943
2009-01-11;42.4914
2009-01-10;42.4914
2009-01-03;42.4914
2009-01-01;42.4914
2008-12-31;42.6163
2008-12-30;43.0441
2008-12-27;42.83
2008-12-26;42.302
2008-12-25;42.194
2008-12-24;42.0873
2008-12-23;42.2638
2008-12-20;41.8578
2008-12-19;42.5269
2008-12-18;42.931
2008-12-17;42.1383
2008-12-16;41.8186
2008-12-13;41.4223
2008-12-12;41.7792
2008-12-11;41.3715
2008-12-10;41.3911
2008-12-09;41.9616
2008-12-06;41.3536
2008-12-05;40.9411
2008-12-04;41.4434
2008-12-03;41.4562
2008-12-02;42.4255
2008-11-29;42.6292
2008-11-28;42.1909
2008-11-27;42.0165
2008-11-26;41.4513
2008-11-25;41.2236
2008-11-22;40.8784
2008-11-21;41.0098
2008-11-20;41.1098
2008-11-19;41.2549
2008-11-18;40.4757
2008-11-15;40.5951
2008-11-14;41.1791
2008-11-13;42.4061
2008-11-12;42.694
2008-11-11;42.425
2008-11-08;42.3154
2008-11-07;42.9587
2008-11-06;42.6408
2008-11-05;43.5191
2008-11-02;43.5191
2008-11-01;43.7851
2008-10-31;43.9818
2008-10-30;43.3214
2008-10-29;42.599
2008-10-28;42.1775
2008-10-25;42.9409
2008-10-24;43.9628
2008-10-23;43.8982
2008-10-22;45.2312
2008-10-21;45.5278
2008-10-18;45.5945
2008-10-17;45.4814
2008-10-16;45.6704
2008-10-15;45.5742
2008-10-14;44.7779
2008-10-11;44.2653
2008-10-10;45.0325
2008-10-09;45.9578
2008-10-08;45.9024
2008-10-07;46.0164
2008-10-04;45.7174
2008-10-03;45.5436
2008-10-02;45.6591
2008-10-01;46.0092
2008-09-30;45.6455
2008-09-27;45.9055
2008-09-26;46.3779
2008-09-25;46.5004
2008-09-24;46.3023
2008-09-23;46.4192
2008-09-20;45.8218
2008-09-19;46.2101
2008-09-18;45.8701
2008-09-17;45.7304
2008-09-16;45.8155
2008-09-13;45.4425
2008-09-12;45.1636
2008-09-11;45.1469
2008-09-10;44.9823
2008-09-09;44.9826
2008-09-06;44.7884
2008-09-05;44.9548
2008-09-04;44.0517
2008-09-03;44.152
2008-09-02;44.5683
2008-08-30;44.9364
2008-08-29;45.0936
2008-08-28;45.3585
2008-08-27;45.272
2008-08-26;45.1069
2008-08-23;45.4235
2008-08-22;45.3997
2008-08-21;45.477
2008-08-20;45.6074
2008-08-19;45.6906
2008-08-16;45.4796
2008-08-15;45.3666
2008-08-14;45.9469
2008-08-13;46.3236
2008-08-12;47.0755
2008-08-09;46.0205
2008-08-08;45.9582
2008-08-07;46.0102
2008-08-06;45.8842
2008-08-05;46.1314
2008-08-02;46.3738
2008-08-01;46.404
2008-07-31;46.4504
2008-07-30;46.5623
2008-07-29;46.3809
2008-07-26;46.4178
2008-07-25;46.5928
2008-07-24;46.4481
2008-07-23;46.4685
2008-07-22;46.2499
2008-07-19;46.2158
2008-07-18;46.4779
2008-07-17;46.5407
2008-07-16;46.2718
2008-07-15;46.1255
2008-07-12;46.2405
2008-07-11;46.3242
2008-07-10;46.1129
2008-07-09;46.382
2008-07-08;46.51
2008-07-05;46.6535
2008-07-04;46.5508
2008-07-03;46.7194
2008-07-02;46.8017
2008-07-01;46.6615
2008-06-28;46.612
2008-06-27;46.4374
2008-06-26;46.5143
2008-06-25;46.4367
2008-06-24;46.514
2008-06-21;46.6031
2008-06-20;46.2542
2008-06-19;46.165
2008-06-18;46.5192
2008-06-17;46.4366
2008-06-14;46.27
2008-06-12;46.27
2008-06-11;46.3647
2008-06-10;46.2987
2008-06-08;46.435
2008-06-07;46.3601
2008-06-06;46.485
2008-06-05;46.5803
2008-06-04;46.5381
2008-06-03;46.8226
2008-05-31;46.9617
2008-05-30;46.6715
2008-05-29;46.6128
2008-05-28;46.5868
2008-05-27;46.661
2008-05-24;46.7341
2008-05-23;46.4797
2008-05-22;46.5671
2008-05-21;46.4262
2008-05-20;46.4607
2008-05-17;46.4314
2008-05-16;46.4563
2008-05-15;46.3756
2008-05-14;46.3511
2008-05-13;46.4477
2008-05-10;46.6274
2008-05-09;46.6274
2008-05-08;46.7208
2008-05-07;46.8572
2008-05-06;46.9777
2008-05-05;46.9002
2008-05-04;46.5227
2008-05-01;46.5227
2008-04-30;47.0577
2008-04-29;46.8274
2008-04-26;46.5831
2008-04-25;46.3813
2008-04-24;46.4585
2008-04-23;46.3701
2008-04-22;46.8633
2008-04-19;46.6224
2008-04-18;46.0675
2008-04-17;46.1507
2008-04-16;46.2108
2008-04-15;46.4023
2008-04-12;46.3662
2008-04-11;46.3296
2008-04-10;46.2963
2008-04-09;46.7271
2008-04-08;46.9082
2008-04-05;47.0784
2008-04-04;46.9212
2008-04-03;46.8418
2008-04-02;46.6623
2008-04-01;46.7492
2008-03-29;46.9912
2008-03-28;47.1824
2008-03-27;47.3922
2008-03-26;47.2337
2008-03-25;47.2126
2008-03-22;47.1551
2008-03-21;46.9442
2008-03-20;47.34
2008-03-19;47.1921
2008-03-18;47.3379
2008-03-15;48.0761
2008-03-14;48.169
2008-03-13;48.0117
2008-03-12;47.882
2008-03-11;48.0305
2008-03-08;48.0305
2008-03-07;47.6687
2008-03-06;47.6088
2008-03-05;47.781
2008-03-04;47.6749
2008-03-01;47.707
2008-02-29;47.8098
2008-02-28;48.1319
2008-02-27;48.0752
2008-02-26;48.0494
2008-02-23;48.0494
2008-02-22;47.7278
2008-02-21;47.8575
2008-02-20;47.8765
2008-02-19;48.1556
2008-02-18;48.4518
2008-02-16;48.4518
2008-02-15;48.4875
2008-02-14;48.2926
2008-02-13;48.1462
2008-02-12;47.9861
2008-02-09;48.1179
2008-02-08;48.3073
2008-02-07;48.4284
2008-02-06;48.4047
2008-02-05;48.1114
2008-02-02;48.5765
2008-02-01;48.552
2008-01-31;48.6982
2008-01-30;48.6122
2008-01-29;48.6493
2008-01-26;48.3396
2008-01-25;48.1588
2008-01-24;48.2304
2008-01-23;48.2725
2008-01-22;48.0688
2008-01-19;48.302
2008-01-18;48.1142
2008-01-17;47.6634
2008-01-16;47.5856
2008-01-15;47.662
2008-01-12;47.5865
2008-01-11;47.9017
2008-01-10;48.1369
2008-01-09;49.0114
2007-12-30;49.0114
2007-12-29;48.9888
2007-12-28;48.9423
2007-12-27;48.9518
2007-12-26;48.8781
2007-12-25;49.0484
2007-12-22;49.1627
2007-12-21;49.3449
2007-12-20;49.748
2007-12-19;49.9095
2007-12-18;49.874
2007-12-15;49.9963
2007-12-14;49.8783
2007-12-13;49.9643
2007-12-12;49.98
2007-12-11;49.8061
2007-12-08;49.7188
2007-12-07;49.7665
2007-12-06;50.1978
2007-12-05;50.5325
2007-12-04;50.4332
2007-12-01;50.4018
2007-11-30;50.4374
2007-11-29;50.3713
2007-11-28;50.341
2007-11-27;50.184
2007-11-24;50.2283
2007-11-23;50.1935
2007-11-22;50.3333
2007-11-21;50.3047
2007-11-20;50.2395
2007-11-17;50.1362
2007-11-16;50.377
2007-11-15;50.8864
2007-11-14;50.7202
2007-11-13;50.9488
2007-11-10;51.6393
2007-11-09;51.4265
2007-11-08;51.3459
2007-11-07;51.3344
2007-11-06;51.3625
2007-11-03;51.3625
2007-11-02;51.354
2007-11-01;51.1385
2007-10-31;50.8939
2007-10-30;50.8118
2007-10-27;50.9341
2007-10-26;50.8596
2007-10-25;50.9896
2007-10-24;50.7621
2007-10-23;50.8734
2007-10-20;50.8394
2007-10-19;50.7796
2007-10-18;50.6477
2007-10-17;50.8059
2007-10-16;50.7133
2007-10-13;50.5335
2007-10-12;50.8416
2007-10-11;50.9278
2007-10-10;50.9489
2007-10-09;50.9167
2007-10-06;50.8721
2007-10-05;50.74
2007-10-04;50.8641
2007-10-03;50.8474
2007-10-02;50.9211
2007-09-29;50.44
2007-09-28;50.458
2007-09-27;50.3931
2007-09-26;50.3809
2007-09-25;50.7501
2007-09-22;50.3761
2007-09-21;50.2441
2007-09-20;50.7462
2007-09-19;50.4482
2007-09-18;50.7534
2007-09-15;51.2217
2007-09-14;51.4334
2007-09-13;51.6953
2007-09-12;51.7044
2007-09-11;51.9113
2007-09-08;51.8497
2007-09-07;51.8462
2007-09-06;51.533
2007-09-05;51.6674
2007-09-04;51.6552
2007-09-03;51.665
2007-09-01;51.665
2007-08-31;51.6784
2007-08-30;51.5775
2007-08-29;51.4944
2007-08-28;51.7834
2007-08-25;51.5939
2007-08-24;51.3362
2007-08-23;51.2391
2007-08-22;51.2361
2007-08-21;51.0852
2007-08-18;50.9887
2007-08-17;51.0897
2007-08-16;50.9991
2007-08-15;51.36
2007-08-14;51.4925
2007-08-11;51.4884
2007-08-10;51.6772
2007-08-09;51.5178
2007-08-08;51.7223
2007-08-07;51.9984
2007-08-04;52.0385
2007-08-03;51.9824
2007-08-02;51.8007
